Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),logFC,logCPM,PValue,FDR,Bt_1_mono_rep1,Bt_1_mono_rep2,Bt_1_mono_rep3,Bt_1_mono_rep4,Bt_1_mono_rep5,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0072_5342,#N/A,#N/A,hypothetical protein,-1.647206084,3.772550621,6.75E-08,2.40E-07,202.263,522.066,768.707,594.965,907.587,152.98,166.208,76.473,72.372,76.849,58.683
QI0072_5343,#N/A,#N/A,hypothetical protein,-2.145483548,2.21064987,8.05E-13,4.64E-12,90.397,181.633,245.616,216.914,331.795,21.455,23.476,45.1,19.828,24.015,14.43
QI0072_5344,#N/A,#N/A,hypothetical protein,-1.851826635,3.832892195,1.69E-11,8.61E-11,228.252,632.084,696.769,624.92,1043.368,122.198,138.976,86.278,77.329,68.203,66.379
QI0072_5345,#N/A,#N/A,hypothetical protein,-1.58716043,4.298225896,3.43E-17,2.76E-16,482.494,671.524,913.611,794.32,1455.815,152.98,150.244,173.536,147.719,130.643,113.518
QI0072_5347,#N/A,#N/A,hypothetical protein,-1.374513655,5.231274593,2.86E-15,2.01E-14,831.652,1205.007,1918.685,1532.862,2401.175,346.071,380.306,326.483,303.368,267.05,238.58
QI0072_5348,#N/A,#N/A,Cell surface protein,-1.517000202,1.593280857,6.44E-09,2.57E-08,57.628,75.767,152.097,139.445,199.077,27.984,26.293,24.511,16.854,23.055,13.468
QI0072_5349,#N/A,#N/A,hypothetical protein,-1.2677259,-0.026866299,7.73E-05,0.000185618,38.419,20.758,33.914,35.119,40.836,5.597,6.573,9.804,7.931,4.803,8.658
QI0072_5351,#N/A,#N/A,N-acetylmuramoyl alanine amidase,-1.85089357,1.39200256,2.45E-12,1.34E-11,65.538,86.146,144.903,127.05,126.593,18.656,19.72,14.706,8.923,15.37,17.316
QI0072_5352,#N/A,#N/A,hypothetical protein,-1.837548708,0.397157182,6.72E-07,2.10E-06,65.538,42.554,55.495,33.054,60.234,14.925,7.512,1.961,5.948,6.724,7.696
QI0072_5355,#N/A,#N/A,sugar phosphate isomerase/epimerase,-1.000677786,3.151211392,7.64E-09,3.02E-08,238.422,256.362,354.551,334.668,477.785,120.332,94.842,79.415,74.355,82.613,62.531
QI0072_5356,#N/A,#N/A,Putative secreted glycosyl hydrolase,-1.664213883,1.351567054,4.83E-11,2.34E-10,76.837,79.919,118.184,121.885,118.425,21.455,11.268,19.609,21.811,14.409,12.506
QI0072_5357,#N/A,#N/A,Putative dehydrogenase,-1.104522222,0.032077403,0.001114466,0.00223258,28.249,33.213,47.273,24.79,35.732,11.194,14.085,10.785,1.983,7.685,4.81
QI0072_5364,#N/A,#N/A,Predicted L-lactate dehydrogenase Fe-S oxidoreductase subunit YkgE,-2.019233016,9.509169155,2.00E-17,1.64E-16,54746.677,22642.929,29105.024,24628.048,33346.937,3843.164,4636.911,4866.845,4436.514,4419.77,3650.849
QI0072_5365,#N/A,#N/A,Predicted L-lactate dehydrogenase Iron-sulfur cluster-binding subunit YkgF,-2.066596231,9.424600131,2.76E-25,3.52E-24,47450.51,21101.641,29003.284,25183.762,35269.306,3692.05,4485.728,4490.361,3958.659,3969.243,3274.701
QI0072_5366,#N/A,#N/A,Predicted L-lactate dehydrogenase hypothetical protein subunit SO1518,-1.916335972,6.943564797,2.43E-17,1.98E-16,8958.342,3533.028,4897.94,4258.753,5804.883,845.123,896.77,776.499,794.111,709.891,617.614
QI0072_5367,"Cofactors, Vitamins, Prosthetic Groups",Pyridoxin (Vitamin B6) Biosynthesis,Pyridoxal kinase (EC 2.7.1.35),-1.530769996,7.014242847,1.51E-11,7.73E-11,8683.761,3407.441,4882.524,4264.95,5633.37,947.732,1027.295,1100.04,975.537,1006.72,829.257
QI0072_5370,#N/A,#N/A,RNA polymerase ECF-type sigma factor,1.303125695,3.967438398,1.83E-08,6.92E-08,126.556,153.61,253.838,273.725,432.865,411.368,504.257,287.265,242.893,245.916,195.289
QI0072_5371,"Cell Cycle, Cell Division and Death",FtsEX cell-division-associated signaling system,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),1.437144058,5.316491691,3.07E-13,1.85E-12,352.548,397.518,676.216,624.92,838.165,591.4,811.319,1032.391,848.638,760.804,683.031
QI0072_5372,#N/A,#N/A,Phosphatidate cytidylyltransferase (EC 2.7.7.41),1.85099973,6.482403548,2.08E-26,2.81E-25,727.696,730.685,1214.722,966.818,1526.257,1440.254,1969.138,2169.687,1923.316,2022.086,1705.654
QI0072_5373,#N/A,#N/A,Phosphatidylinositol phosphate synthase-related protein,2.256986974,6.541229953,2.96E-44,8.05E-43,875.721,562.544,929.026,705.488,1129.124,1701.44,2464.005,2246.161,1770.64,2388.078,1796.083
QI0072_5380,#N/A,#N/A,hypothetical protein,1.683923863,5.737031459,1.71E-39,4.01E-38,559.331,463.943,800.565,625.953,900.441,1052.206,1541.881,1246.124,972.563,997.114,891.788
QI0072_5381,Nucleosides and Nucleotides,IMP and Xanthine conversion to XMP and GMP module,Xanthine permease,1.287106864,7.039313086,5.92E-16,4.41E-15,1259.908,1557.895,2283.513,2021.436,3204.63,2194.895,2871.542,2941.284,2601.433,2647.443,2042.359
QI0072_5382,#N/A,#N/A,"Lysine 2,C3-aminomutase (EC 5.4.3.2)",-1.002110924,8.46211601,1.70E-08,6.46E-08,6805.763,11504.136,15031.926,13501.372,20814.271,4106.216,5261.363,3745.235,2890.922,2845.329,2342.508
QI0072_5383,#N/A,#N/A,hypothetical protein,2.648962749,0.694777951,0.001507497,0.002949922,4.52,7.265,10.277,18.593,14.293,103.542,106.11,15.687,1.983,4.803,9.62
QI0072_5390,#N/A,#N/A,Mobile element protein,-1.097073412,3.972281957,5.33E-13,3.12E-12,531.082,503.384,602.223,586.702,751.388,176.3,198.135,125.495,126.899,133.525,119.29
QI0072_5392,#N/A,#N/A,Outer membrane protein,-2.326349147,4.633371241,6.56E-39,1.49E-37,1339.005,909.205,1226.026,1016.399,1423.146,93.281,146.488,152.947,118.968,123.919,105.822
QI0072_5405,"Cell Cycle, Cell Division and Death",Cell division cluster,Cell division inhibitor SulA,-3.88261345,9.032017666,4.83E-85,3.94E-83,36196.084,21537.561,28020.818,24743.735,32970.222,931.874,923.063,1086.314,1226.361,1053.79,845.612
QI0072_5406,#N/A,#N/A,hypothetical protein,-2.745646636,6.050633946,3.15E-15,2.20E-14,7021.586,1852.66,2238.295,2261.074,2778.911,319.953,328.659,291.187,238.927,250.719,163.543
QI0072_5413,#N/A,#N/A,hypothetical protein,-1.654713226,6.584731551,1.30E-23,1.57E-22,4490.47,3111.638,4433.427,4022.213,4544.061,603.526,679.855,744.145,767.343,662.821,621.462
QI0072_5416,#N/A,#N/A,MaoC family protein,1.055918407,7.748572751,0.00012359,0.000287049,6612.54,1965.792,3142.656,2763.076,3616.056,5672.399,5030.363,3685.429,3529.383,3430.341,2963.97
QI0072_5417,"Stress Response, Defense and Virulence","Inner membrane proteins of MarC family, not involved in antibiotic resistance",UPF0056 inner membrane protein MarC,-1.277014519,5.061729107,2.41E-16,1.85E-15,1409.063,1137.544,1334.961,1205.424,1471.128,328.348,364.342,329.424,235.953,294.907,191.441
QI0072_5420,"Stress Response, Defense and Virulence",Beta-lactamases Ambler class A,Class A beta-lactamase (EC 3.5.2.6),1.065942354,6.898668885,6.85E-14,4.37E-13,2466.708,1388.717,2058.45,1701.229,2601.273,2351.606,3030.237,2308.908,2056.163,2094.131,1665.249
QI0072_5425,#N/A,#N/A,hypothetical protein,1.048507834,2.265413264,0.002854665,0.005304151,134.466,47.744,59.606,70.239,94.944,180.032,77.939,79.415,87.243,66.282,48.101
QI0072_5432,#N/A,#N/A,Transcriptional regulator Xre family,1.168097478,3.511691768,2.37E-08,8.84E-08,116.386,165.027,191.149,199.355,258.29,297.565,294.854,268.637,176.469,178.674,119.29
QI0072_5433,#N/A,#N/A,hypothetical protein,1.112766923,6.611378597,3.34E-12,1.81E-11,1593.247,1197.742,1624.768,1679.537,2088.778,2471.938,2911.92,1933.404,1373.089,1447.64,1241
QI0072_5444,#N/A,#N/A,Transcriptional regulator Xre family,1.586448576,2.393215429,1.11E-05,3.00E-05,133.336,28.023,49.329,41.317,90.861,121.265,182.171,124.514,75.346,100.864,60.607
QI0072_5445,#N/A,#N/A,HIPA PROTEIN,1.61852642,5.050500086,1.67E-11,8.52E-11,633.909,253.249,381.271,262.363,615.607,850.72,970.953,783.362,580.96,570.603,425.211
QI0072_5446,#N/A,#N/A,hypothetical protein,2.224226273,5.29138688,3.10E-12,1.69E-11,609.05,157.762,304.194,276.824,435.928,1388.949,1387.881,856.894,617.642,611.909,534.881
QI0072_5449,#N/A,#N/A,hypothetical protein,1.258616588,5.646677113,3.82E-17,3.07E-16,822.613,472.247,817.008,688.961,1176.086,859.115,1356.893,1098.079,796.094,992.311,771.537
QI0072_5450,DNA Processing,Type I restriction-modification systems,Type I restriction-modification system DNA-methyltransferase subunit M (EC 2.1.1.72),1.081957845,7.441443037,8.55E-08,2.99E-07,4446.402,1672.064,2531.184,2514.141,3508.861,3297.472,4083.825,3645.232,2919.672,3024.003,2648.429
QI0072_5451,#N/A,#N/A,Putative DNA-binding protein in cluster with Type I restriction-modification system,1.307275218,6.78330558,3.44E-14,2.26E-13,2230.546,951.759,1628.878,1430.602,2141.865,2395.448,2681.859,2428.52,1931.247,2022.086,1566.161
QI0072_5452,DNA Processing,Type I restriction-modification systems,Type I restriction-modification system specificity subunit S,1.18159227,6.290936399,3.75E-05,9.39E-05,2209.076,675.676,1042.071,1027.761,1232.236,2264.855,2063.04,1509.859,1061.789,1266.085,1010.116
QI0072_5453,DNA Processing,Type I restriction-modification systems,Type I restriction-modification system specificity subunit S,1.283141627,2.408002484,0.000214331,0.000483578,141.245,36.327,88.381,49.58,87.798,147.383,189.683,71.571,84.269,75.888,68.303
QI0072_5456,#N/A,#N/A,Integrase,-1.969279986,-0.365440258,4.30E-06,1.24E-05,25.989,23.872,22.609,39.251,30.627,6.53,2.817,6.863,0,5.764,0.962
QI0072_5457,#N/A,#N/A,hypothetical protein,1.547520687,5.633468605,1.15E-12,6.53E-12,943.519,478.474,494.316,556.747,784.057,1346.973,1313.698,987.291,783.206,853.983,827.333
QI0072_546,#N/A,#N/A,hypothetical protein,-1.716753424,0.780770235,7.71E-07,2.40E-06,45.198,48.782,71.938,67.14,117.404,9.328,16.902,24.511,5.948,3.842,5.772
QI0072_5468,#N/A,#N/A,Rrf2-linked NADH-flavin reductase,-3.84627728,6.390314984,1.01E-79,7.39E-78,5554.895,3830.906,4581.413,3698.907,5061.662,245.328,217.854,151.966,162.59,140.249,105.822
QI0072_5469,Nucleosides and Nucleotides,Adenosyl nucleosidases,Purine nucleoside phosphorylase (EC 2.4.2.1),-1.250687063,7.823412237,4.65E-13,2.73E-12,12617.16,5831.987,8595.545,7713.889,9892.598,1993.408,2446.163,2162.824,1881.677,1910.655,1536.339
QI0072_547,#N/A,#N/A,alpha-xylosidase (EC 3.2.1.177),-1.95583567,1.148784145,7.82E-09,3.08E-08,40.679,95.487,92.492,111.556,123.53,14.925,11.268,13.726,6.94,20.173,7.696
QI0072_5473,RNA Processing,tRNA thiolation,tRNA-(cytosine32)-2-thiocytidine synthetase TtcA,1.50020252,5.49795162,3.08E-29,4.77E-28,536.732,461.868,677.243,562.945,895.336,993.439,951.233,966.702,907.131,835.731,780.195
QI0072_5474,#N/A,#N/A,Uncharacterized membrane protein PA1577,1.386906936,3.939567819,7.83E-10,3.41E-09,263.281,147.382,196.288,215.881,294.021,515.842,382.184,273.539,246.859,248.798,190.479
QI0072_548,#N/A,#N/A,Corrinoid methyltransferase protein,-2.561317854,0.598028097,1.06E-17,8.85E-17,73.448,43.592,68.855,55.778,91.882,10.261,3.756,5.883,3.966,4.803,5.772
QI0072_5483,#N/A,#N/A,Putative TonB-dependent receptor,-1.379627376,3.090990449,1.93E-15,1.37E-14,402.267,218.998,363.8,311.944,421.635,79.289,85.451,68.63,66.424,63.4,50.987
QI0072_5485,#N/A,#N/A,hypothetical protein,-1.29072501,4.451915256,4.57E-15,3.15E-14,944.649,635.198,935.192,800.517,1041.326,152.98,218.793,197.066,194.314,174.831,172.201
QI0072_5486,#N/A,#N/A,hypothetical protein,-1.19397752,2.953261535,7.50E-11,3.58E-10,266.671,247.021,325.776,285.087,358.339,57.834,87.329,65.689,62.458,57.637,74.075
QI0072_5487,#N/A,#N/A,RNA polymerase ECF-type sigma factor,-1.510848062,4.043884803,9.21E-11,4.38E-10,924.309,516.877,679.299,527.825,733.012,86.751,165.269,121.573,140.779,109.51,126.024
QI0072_5488,Energy and Precursor Metabolites Generation,Glycolysis and Gluconeogenesis,Enolase (EC 4.2.1.11),-3.118930644,11.39147545,4.34E-86,3.60E-84,163163.176,107009.014,143713.315,127666.519,159042.142,7895.277,8855.016,8865.03,9414.332,8403.423,7119.877
QI0072_5489,#N/A,#N/A,Pentapeptide repeat family protein,1.002989896,6.223911537,9.75E-08,3.38E-07,1745.792,806.452,1304.13,1128.988,1604.867,1130.562,1528.735,1622.608,1429.598,1320.84,1179.431
QI0072_549,#N/A,#N/A,Na+/glucose cotransporter,-2.887038246,0.234585312,1.94E-06,5.80E-06,30.509,31.137,67.827,75.404,52.066,0,0.939,7.843,5.948,0,5.772
QI0072_5490,#N/A,#N/A,Fluoride ion transporter CrcB,1.341918084,5.550813145,1.29E-18,1.14E-17,625.999,556.317,731.711,671.402,902.483,763.969,971.892,1098.079,965.623,959.65,731.132
QI0072_5492,#N/A,#N/A,hypothetical protein,1.418460849,6.613115227,3.63E-18,3.12E-17,826.002,1080.459,1501.446,1484.314,2302.147,1759.274,2664.017,1957.915,1802.365,1962.528,1597.908
QI0072_5497,Nucleosides and Nucleotides,DeNovo Purine Biosynthesis,Amidophosphoribosyltransferase (EC 2.4.2.14),1.84091381,8.654085864,4.11E-50,1.37E-48,4957.145,2753.561,4610.188,4213.304,6779.85,9174.156,11105.862,9287.595,7539.595,8026.863,6517.656
QI0072_550,#N/A,#N/A,hypothetical protein,-2.571951252,0.796177022,4.08E-14,2.65E-13,94.917,48.782,78.104,75.404,86.777,8.395,6.573,5.883,1.983,13.449,3.848
QI0072_5501,#N/A,#N/A,FIG00403861: hypothetical protein,1.107671611,5.73608617,8.03E-06,2.23E-05,833.912,755.595,855.033,882.119,1099.518,1882.404,1539.064,789.245,721.739,776.173,535.843
QI0072_5505,#N/A,#N/A,hypothetical protein,3.216330121,6.503819268,7.82E-05,0.000187683,1075.724,167.103,245.616,288.186,387.945,5859.893,6656.756,688.26,521.476,600.382,387.692
QI0072_551,#N/A,#N/A,methylcobamide:CoM methyltransferase-related protein,-2.565806199,0.620902839,4.91E-12,2.63E-11,82.487,52.933,73.993,53.712,68.401,7.462,3.756,4.902,1.983,5.764,10.582
QI0072_5510,#N/A,#N/A,hypothetical protein,1.575279855,7.850094477,3.93E-08,1.43E-07,4274.648,1945.033,2564.07,2670.113,3547.655,8603.278,7989.234,3523.658,3259.722,3233.416,2808.124
QI0072_5512,"Protein Fate (folding, modification, targeting, degradation)",Protein chaperones,Chaperone protein ClpB (ATP-dependent unfoldase),-2.656772735,9.29564126,3.34E-24,4.13E-23,55005.438,18219.379,27070.211,25392.413,28526.209,2417.835,2925.066,2866.772,2663.891,2602.294,2173.193
QI0072_5513,#N/A,#N/A,hypothetical protein,1.199846789,6.145318512,1.86E-09,7.86E-09,849.732,856.271,1310.296,1202.326,1497.672,2164.112,2132.528,1202.985,992.391,1017.287,883.13
QI0072_5519,#N/A,#N/A,hypothetical protein,1.585590474,4.205830064,8.69E-22,9.33E-21,210.173,196.164,219.924,189.025,417.551,349.803,495.806,430.408,341.042,356.387,303.997
QI0072_552,#N/A,#N/A,hypothetical protein,1.7050913,5.86779207,4.12E-08,1.49E-07,1229.399,348.736,643.33,566.043,740.158,2005.535,1884.625,1152.003,859.544,905.856,733.056
QI0072_5522,#N/A,#N/A,hypothetical protein,1.464303666,0.400670319,8.39E-05,0.000200152,3.39,16.606,22.609,13.428,35.732,37.312,44.134,25.491,14.871,20.173,16.354
QI0072_5525,#N/A,#N/A,hypothetical protein,1.635099706,5.503117145,1.44E-07,4.87E-07,555.941,430.73,615.582,593.932,672.778,1875.875,1720.296,615.709,566.089,617.673,496.4
QI0072_5533,#N/A,#N/A,hypothetical protein,-1.36550554,4.351958004,2.26E-19,2.07E-18,743.515,639.349,899.223,823.242,1044.389,167.905,202.83,165.692,130.865,170.989,163.543
QI0072_5534,"Stress Response, Defense and Virulence",Heat shock dnaK gene cluster extended,Chaperone protein DnaK,-1.670924891,10.93936992,6.91E-09,2.74E-08,164223.08,43397.91,65480.909,60628.608,85109.011,13635.771,16681.799,16695.709,14256.328,12754.989,10496.552
QI0072_5535,#N/A,#N/A,hypothetical protein,-1.101369857,2.143825668,0.002887684,0.005359401,334.469,81.994,93.519,101.227,200.098,39.178,52.585,35.295,44.613,29.779,37.519
QI0072_5538,#N/A,#N/A,FIG00407164: hypothetical protein,1.419495775,-0.251045291,0.001991928,0.003815523,4.52,6.227,4.111,22.724,19.397,30.783,16.902,16.667,9.914,11.527,9.62
QI0072_5550,#N/A,#N/A,hypothetical protein,1.62972532,2.748144443,1.36E-13,8.44E-13,106.216,56.047,77.076,82.634,106.174,125.929,156.817,201.968,101.123,128.722,117.366
QI0072_5552,#N/A,#N/A,Integrase,1.1654136,3.73618522,1.78E-11,9.03E-11,179.664,181.633,247.672,167.334,319.544,219.21,281.708,312.757,224.056,258.404,218.378
QI0072_5553,#N/A,#N/A,excisionase,1.147227055,2.158874892,1.03E-05,2.80E-05,67.798,72.653,48.301,82.634,84.735,89.549,90.147,90.199,65.432,119.116,51.949
QI0072_5554,#N/A,#N/A,hypothetical protein,1.073372655,3.578027222,5.93E-08,2.12E-07,255.371,155.686,176.762,177.663,237.872,269.581,240.391,224.518,251.816,196.925,155.847
QI0072_5555,#N/A,#N/A,hypothetical protein,1.349562169,1.370815792,5.07E-06,1.44E-05,18.079,21.796,49.329,28.922,83.714,43.842,60.098,69.61,39.656,38.424,50.987
QI0072_5557,#N/A,#N/A,hypothetical protein,1.175858479,0.679251301,8.96E-06,2.46E-05,24.859,26.986,18.498,17.56,37.774,27.984,45.073,24.511,28.751,25.936,26.936
QI0072_5563,#N/A,#N/A,Integrase,-1.84162273,6.773319469,4.24E-36,8.44E-35,3980.857,4317.684,5072.646,4269.082,7070.808,954.261,799.111,748.067,562.124,733.907,518.526
QI0072_5564,#N/A,#N/A,Lysozyme (EC 3.2.1.17),-3.450557673,2.197155963,1.26E-45,3.64E-44,244.072,156.724,216.841,210.717,366.506,13.992,15.963,4.902,11.897,12.488,7.696
QI0072_5565,"Prophages, Transposable elements, Plasmids","Conjugative transposon, Bacteroidales",Putative mobilization protein BF0133,-3.047727055,2.795639402,7.50E-25,9.35E-24,154.805,227.301,545.7,333.635,570.688,18.656,22.537,24.511,16.854,24.976,23.088
QI0072_5566,#N/A,#N/A,hypothetical protein,-1.615836163,0.867221433,8.14E-06,2.25E-05,28.249,53.971,80.159,55.778,159.262,10.261,12.207,19.609,13.88,6.724,9.62
QI0072_5567,#N/A,#N/A,hypothetical protein,-2.116768669,0.442098735,3.99E-07,1.28E-06,27.119,38.402,66.799,56.811,99.028,4.664,18.781,6.863,1.983,1.921,6.734
QI0072_5568,#N/A,#N/A,hypothetical protein,-1.817793634,0.067923207,0.001035132,0.002083884,2.26,43.592,71.938,26.856,57.171,6.53,8.451,7.843,3.966,4.803,3.848
QI0072_5569,"Prophages, Transposable elements, Plasmids","Conjugative transposon, Bacteroidales",Conjugative transposon protein TraN,-2.025141666,0.097822468,3.23E-07,1.05E-06,18.079,37.365,33.914,53.712,70.443,7.462,7.512,9.804,3.966,1.921,1.924
QI0072_5570,"Prophages, Transposable elements, Plasmids","Conjugative transposon, Bacteroidales",Conjugative transposon protein TraM,-2.650536327,-0.388374035,0.002481447,0.004678154,0,18.682,34.941,23.757,85.756,3.731,3.756,0,0,5.764,0.962
QI0072_5583,#N/A,#N/A,hypothetical protein,1.800624588,1.422501951,8.42E-12,4.42E-11,16.949,40.478,30.831,28.922,33.69,58.767,80.756,52.943,55.518,45.149,47.139
QI0072_5585,#N/A,#N/A,hypothetical protein,1.78690915,1.115669421,1.71E-13,1.05E-12,14.69,14.531,33.914,34.087,29.606,40.111,64.793,46.08,37.673,48.031,37.519
QI0072_5586,#N/A,#N/A,conserved hypothetical protein with relaxase/mobilization nuclease domain,1.723998471,1.325769559,2.79E-08,1.03E-07,14.69,26.986,24.664,20.659,71.464,41.976,54.464,58.826,66.424,48.031,41.367
QI0072_5587,#N/A,#N/A,hypothetical protein,1.683248204,0.256051512,8.26E-07,2.57E-06,23.729,12.455,10.277,12.395,11.23,26.119,22.537,21.569,29.742,21.133,22.126
QI0072_5608,#N/A,#N/A,hypothetical protein,-1.460471784,8.411689708,2.23E-19,2.05E-18,8804.667,11424.217,15809.883,14960.896,21663.666,3849.694,3548.58,2654.019,2060.129,2533.13,1828.792
QI0072_5613,#N/A,#N/A,CTnDOT two-component system sensor histidine kinase RteA,-1.866012934,1.674171067,2.06E-16,1.59E-15,102.827,128.7,122.294,127.05,197.035,21.455,21.598,21.569,11.897,22.094,17.316
QI0072_5614,"Stress Response, Defense and Virulence","Tetracycline resistance, all mechanisms",Tetracycline resistance ribosomal protection type > Tet(Q),-1.295613081,0.720345649,8.52E-07,2.64E-06,50.848,61.236,56.523,64.041,62.275,12.126,16.902,10.785,14.871,12.488,9.62
QI0072_5615,#N/A,#N/A,putative mobilization protein,2.216398008,6.707648988,1.96E-15,1.39E-14,1139.002,585.378,925.943,946.16,1194.462,3909.394,4388.069,2103.018,1402.831,1433.231,1363.176
QI0072_5616,"Prophages, Transposable elements, Plasmids","Conjugative transposon, Bacteroidales",Conjugative transposon protein TraA,1.887029218,5.851212762,8.24E-14,5.23E-13,755.945,399.593,613.527,639.381,785.078,2069.898,2128.772,1100.04,812.948,891.447,701.309
QI0072_5619,#N/A,#N/A,putative phage related transcriptional regulator,1.221680765,6.374477992,2.97E-05,7.54E-05,1696.074,925.811,1047.209,1306.651,1486.442,3073.599,2559.785,1276.517,890.277,1129.678,1016.85
QI0072_5621,#N/A,#N/A,FIG00403912: hypothetical protein,1.062055172,2.654744119,4.84E-06,1.38E-05,144.635,44.63,123.322,96.062,137.823,105.407,168.086,143.142,111.037,100.864,83.695
QI0072_5623,#N/A,#N/A,hypothetical protein,1.036421833,1.335436217,0.004932576,0.00879457,76.837,23.872,48.301,14.461,52.066,52.237,49.768,63.728,31.725,37.464,42.329
QI0072_5624,#N/A,#N/A,Integration host factor alpha/beta,1.552193238,1.715732541,1.67E-06,5.05E-06,76.837,16.606,43.163,35.119,44.92,83.02,103.293,60.787,62.458,43.227,52.911
QI0072_5626,#N/A,#N/A,DNA topoisomerase III domain,1.14313166,3.596931473,1.49E-05,3.95E-05,307.35,92.374,176.762,184.894,232.767,249.992,385.94,278.442,169.529,195.965,139.492
QI0072_5627,#N/A,#N/A,hypothetical protein,1.106760208,3.01992014,1.48E-05,3.91E-05,198.873,75.767,131.543,129.116,133.739,179.099,268.561,159.81,126.899,110.47,98.126
QI0072_5628,#N/A,#N/A,hypothetical protein,1.616030088,0.205767419,0.000308426,0.000677457,28.249,8.303,13.36,10.329,8.167,23.32,49.768,27.452,16.854,16.33,9.62
QI0072_5629,#N/A,#N/A,hypothetical protein,1.296529727,3.319466483,6.36E-07,2.00E-06,250.852,93.411,131.543,106.391,165.387,183.763,284.525,238.244,166.555,175.792,137.568
QI0072_5630,#N/A,#N/A,hypothetical protein,1.593194888,4.429133918,3.41E-14,2.24E-13,380.797,154.648,291.862,260.297,310.356,381.518,651.684,553.942,391.603,374.638,333.819
QI0072_5631,#N/A,#N/A,hypothetical protein,2.057378654,2.7907429,7.37E-16,5.41E-15,67.798,24.91,68.855,96.062,100.049,126.862,245.086,168.634,111.037,154.658,116.404
QI0072_5634,"Cell Cycle, Cell Division and Death",Programmed cell death toxin-antitoxin PezAT,Epsilon antitoxin to Zeta toxin,1.053796081,3.953724294,8.76E-05,0.000208235,425.996,140.117,227.118,206.585,329.753,398.309,473.269,263.735,217.117,224.783,201.061
QI0072_5635,#N/A,#N/A,hypothetical protein,1.029480964,5.034485224,2.25E-13,1.37E-12,502.833,405.821,612.499,578.438,789.162,694.008,929.636,641.2,544.278,540.824,380.958
QI0072_5636,#N/A,#N/A,hypothetical protein,1.468819672,4.820286112,1.41E-09,6.01E-09,524.303,181.633,419.295,379.084,479.827,708,1019.782,603.944,389.62,438.999,370.376
QI0072_5637,#N/A,#N/A,hypothetical protein,1.154283322,3.530539007,8.35E-09,3.28E-08,202.263,132.852,203.481,175.597,230.725,278.909,373.732,222.557,150.693,158.501,167.391
QI0072_5638,#N/A,#N/A,Outer membrane protein,1.130943581,2.598411914,0.000159866,0.000366607,160.455,61.236,92.492,86.766,84.735,156.712,195.317,106.867,72.372,103.746,71.189
QI0072_5639,#N/A,#N/A,hypothetical protein,1.214410558,2.554860313,1.99E-08,7.49E-08,125.426,57.085,78.104,79.535,127.613,129.66,172.781,110.788,83.278,107.588,82.733
QI0072_5640,#N/A,#N/A,hypothetical protein,1.275748417,4.045757304,2.84E-13,1.71E-12,240.682,159.837,271.308,251.001,372.631,247.194,432.891,401.976,254.79,314.12,281.871
QI0072_5646,#N/A,#N/A,hypothetical protein,1.313371206,2.240765763,1.58E-06,4.79E-06,103.957,34.251,69.882,75.404,68.401,111.004,141.793,114.71,58.493,72.046,67.341
QI0072_5649,"Prophages, Transposable elements, Plasmids","Conjugative transposon, Bacteroidales",Conjugative transposon protein TraF,1.766397883,0.097349976,0.000222191,0.000498098,24.859,8.303,1.028,9.296,16.335,33.581,29.11,21.569,14.871,22.094,11.544
QI0072_5651,#N/A,#N/A,Integral membrane protein,2.457365296,1.535449021,1.83E-05,4.80E-05,31.639,9.341,28.775,18.593,25.523,156.712,157.756,28.432,31.725,36.503,13.468
QI0072_5655,#N/A,#N/A,hypothetical protein,-1.160547307,0.65203246,3.48E-06,1.01E-05,46.328,46.706,47.273,56.811,83.714,12.126,19.72,18.628,9.914,8.645,9.62
QI0072_5656,#N/A,#N/A,hypothetical protein,-1.174416644,-0.382685639,0.005347742,0.009489868,12.43,18.682,24.664,27.889,43.899,6.53,1.878,4.902,7.931,10.567,1.924
QI0072_5658,#N/A,#N/A,FIG00406430: hypothetical protein,1.111478147,2.349845483,0.000289048,0.00063633,70.058,61.236,79.132,114.655,94.944,140.854,206.586,81.376,67.415,55.715,50.987
QI0072_566,#N/A,#N/A,"Arabinan endo-1,C5-alpha-L-arabinosidase (EC 3.2.1.99)",-3.487316842,4.281668141,1.34E-27,1.92E-26,310.74,909.205,1408.954,1104.198,1607.93,55.968,51.646,36.276,50.561,48.991,43.291
QI0072_5661,#N/A,#N/A,hypothetical protein,1.446616488,4.746719166,1.10E-07,3.81E-07,274.581,283.348,389.492,385.281,599.273,915.084,1028.234,430.408,316.257,395.772,297.263
QI0072_567,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-5.474836422,4.139694271,3.44E-18,2.96E-17,90.397,1094.989,1403.816,1141.383,1369.038,14.925,5.634,26.472,11.897,7.685,4.81
QI0072_5672,"Cell Cycle, Cell Division and Death",Toxin-Antitoxin system HigAB,Toxin HigB,1.435228498,5.776417501,2.67E-08,9.90E-08,1164.991,411.01,697.797,692.06,898.399,1691.179,1724.052,968.663,776.266,910.659,697.461
