Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),sampleA,sampleB,logFC,logCPM,PValue,FDR,Bil_mono_rep1,Bil_mono_rep2,Bil_mono_rep3,Bil_mono_rep4,Bil_mono_rep5,Bil_mono_rep6,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0013_4246,Protein Synthesis,"tRNA aminoacylation, Phe",Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),Bil_Bt,Bil_mono,1.174199767,9.751900729,4.87419E-64,6.84268E-63,9498.651,11813.745,20902.097,16364.419,17582.611,18040.397,14966.872,21524.227,22732.778,18078.963,21509.551,17741.265
QI0013_4249,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.556305342,7.891490738,1.7079E-10,4.57385E-10,2276.82,2363.853,1727.96,1421.979,1446.228,1619.58,10921.222,10526.674,4929.038,3813.405,4615.503,3583.899
QI0013_4261,"Stress Response, Defense and Virulence",Hfl operon,Putative inner membrane protein YjeT (clustered with HflC),Bil_Bt,Bil_mono,1.545071054,2.48763194,5.68791E-23,2.66792E-22,52.888,45.087,111.051,93.245,93.896,125.854,89.018,163.578,163.587,152.156,137.389,119.463
QI0013_4262,#N/A,#N/A,Hexaprenyl diphosphate synthase (farnesyl-diphosphate specific) (EC 2.5.1.83),Bil_Bt,Bil_mono,1.544671377,7.390353444,3.3021E-98,9.1748E-97,1368.913,1875.256,3073.903,2835.078,2960.016,3278.57,3047.802,4954.619,4640.813,3647.935,4538.642,3634.96
QI0013_4263,Nucleosides and Nucleotides,DeNovo Purine Biosynthesis,Phosphoribosylformylglycinamidine synthase PurS subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase synthetase subunit (EC 6.3.5.3),Bil_Bt,Bil_mono,1.25334455,9.738091017,2.63101E-23,1.24576E-22,6386.203,9677.168,19385.135,17587.699,19918.561,20056.609,12617.648,22321.315,24329.701,17826.004,22722.994,18475.386
QI0013_4270,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.407306429,3.929569177,2.77721E-73,4.57268E-72,83.739,107.657,168.798,163.178,190.082,155.093,397.613,574.887,458.628,344.253,410.246,332.378
QI0013_428,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.067014841,2.729002808,1.08721E-16,3.95807E-16,185.989,178.508,295.397,264.193,290.849,319.085,47.476,85.098,76.925,69.421,68.214,58.768
QI0013_429,#N/A,#N/A,putative secreted calcium-binding protein,Bil_Bt,Bil_mono,-1.160295955,4.262368154,6.72394E-28,3.64039E-27,426.628,572.33,1046.104,813.67,894.303,957.256,126.321,212.746,208.379,170.224,254.602,178.232
QI0013_4296,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.100713387,2.423569795,1.65318E-08,3.98457E-08,177.174,196.911,230.987,200.92,166.036,222.47,49.172,52.95,57.45,45.647,51.881,60.695
QI0013_4298,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.02956567,-0.106042174,0.000123873,0.000223855,17.629,23.924,41.089,23.311,40.078,47.036,5.935,12.292,7.79,8.559,5.765,10.598
QI0013_43,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.139244288,2.253005107,2.96832E-06,6.15031E-06,52.006,121.459,245.424,214.24,243.901,301.288,55.106,46.331,59.398,33.284,43.234,36.61
QI0013_4300,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.324836168,2.818768828,0.000116912,0.000211562,354.348,246.599,226.545,236.442,201.533,307.644,95.8,91.717,54.529,48.5,42.274,39.5
QI0013_4301,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.339126794,0.88216327,2.47527E-06,5.17428E-06,48.48,76.372,88.841,54.393,64.124,82.632,19.499,23.638,20.448,4.755,14.411,9.634
QI0013_4313,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.381639157,0.148433032,6.02553E-08,1.40654E-07,29.97,28.525,56.636,47.732,38.933,43.223,10.173,7.564,11.685,4.755,13.451,3.854
QI0013_4314,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.148493793,1.391045285,1.93215E-09,4.89274E-09,62.584,64.41,168.798,111.005,105.347,92.802,14.412,30.257,29.212,23.774,31.705,20.232
QI0013_4315,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.094658088,1.607591209,1.60248E-07,3.6367E-07,60.821,101.216,154.361,92.134,109.927,181.79,23.738,42.549,22.396,32.333,31.705,25.049
QI0013_4319,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.052220933,3.28317045,2.37219E-10,6.3148E-10,223.01,250.28,454.2,429.591,373.294,580.964,88.17,105.9,73.03,95.097,117.213,116.573
QI0013_432,#N/A,#N/A,putative secreted calcium-binding protein,Bil_Bt,Bil_mono,-1.397158219,0.912723943,3.26527E-07,7.25798E-07,39.666,86.494,83.289,81.034,57.254,82.632,12.717,30.257,13.632,14.265,12.49,8.671
QI0013_4320,DNA Processing,"DNA repair, bacterial",Single-stranded DNA-binding protein,Bil_Bt,Bil_mono,-1.015904833,2.493054905,1.23268E-06,2.63459E-06,121.642,153.664,257.639,244.212,210.694,319.085,50.02,86.989,43.818,76.078,61.489,30.829
QI0013_4321,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.024942407,3.520855629,1.76028E-12,5.31137E-12,215.959,304.568,578.578,502.855,523.299,628.001,75.453,111.573,141.191,137.891,155.644,105.012
QI0013_4322,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.158918071,1.162611928,6.94232E-06,1.39719E-05,48.48,41.407,114.383,67.713,90.461,162.721,15.26,25.53,14.606,19.019,28.823,21.195
QI0013_4324,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.019975874,1.297428666,1.81971E-05,3.5343E-05,59.058,69.011,98.836,107.675,68.704,141.109,33.064,21.747,23.37,15.216,31.705,20.232
QI0013_4334,"Cofactors, Vitamins, Prosthetic Groups",Pyridoxin (Vitamin B6) Biosynthesis,Pyridoxal 5-phosphate synthase (glutamine hydrolyzing) synthase subunit (EC 4.3.3.6),Bil_Bt,Bil_mono,3.487032823,6.232675967,6.28043E-55,6.96067E-54,198.329,205.192,448.648,460.672,423.677,512.316,1122.473,2457.453,1712.797,3267.546,2650.744,2220.669
QI0013_4335,"Cofactors, Vitamins, Prosthetic Groups",Pyridoxin (Vitamin B6) Biosynthesis,Pyridoxal 5-phosphate synthase (glutamine hydrolyzing) glutaminase subunit (EC 4.3.3.6),Bil_Bt,Bil_mono,1.408017051,5.123545154,2.87514E-17,1.0681E-16,415.169,472.955,719.613,584.999,514.138,603.847,623.125,698.753,698.167,1058.434,957.88,833.353
QI0013_4345,#N/A,#N/A,FIG004088: inner membrane protein YebE,Bil_Bt,Bil_mono,-1.950700473,7.881542422,1.9799E-145,1.1823E-143,6573.955,8026.427,14555.509,11493.501,12233.97,13990.175,1275.075,1662.256,1661.189,1590.979,1806.233,1399.84
QI0013_4346,#N/A,#N/A,Multi antimicrobial extrusion protein (Na(+)/drug antiporter) MATE family of MDR efflux pumps,Bil_Bt,Bil_mono,1.116382356,4.386062034,6.28447E-29,3.50686E-28,230.062,243.838,460.863,428.481,494.672,523.758,357.767,528.556,541.396,406.066,569.732,403.67
QI0013_4348,#N/A,#N/A,Permease of the drug/metabolite transporter (DMT) superfamily,Bil_Bt,Bil_mono,1.916006443,3.681428007,1.84617E-45,1.57831E-44,122.523,146.303,166.577,177.609,159.165,156.365,300.965,381.052,384.625,268.175,352.6,298.658
QI0013_4354,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.169921643,3.260444088,1.57648E-15,5.46577E-15,146.323,123.299,194.34,173.168,183.212,203.401,191.6,268.533,196.694,207.312,257.484,170.524
QI0013_4356,Amino Acids and Derivatives,Branched-Chain Amino Acid Biosynthesis,(R)-citramalate synthase (EC 2.3.1.182),Bil_Bt,Bil_mono,1.098684185,8.809799283,2.31222E-41,1.80687E-40,4856.864,6021.43,10221.172,8993.659,11911.059,9206.437,8573.693,10577.733,11568.926,8880.193,11067.023,8806.565
QI0013_4357,Nucleosides and Nucleotides,DeNovo Purine Biosynthesis,Amidophosphoribosyltransferase (EC 2.4.2.14),Bil_Bt,Bil_mono,1.120446306,8.244841438,3.07648E-27,1.64339E-26,2701.686,3613.41,7522.623,6312.878,7462.447,7405.067,4624.691,7542.556,8180.334,6477.083,7610.2,6270.86
QI0013_4358,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.118752133,4.528168833,8.27529E-17,3.02923E-16,275.898,358.857,488.626,460.672,450.014,523.758,590.061,516.264,513.157,453.615,516.89,436.426
QI0013_4359,Nucleosides and Nucleotides,De Novo Pyrimidine Synthesis,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),Bil_Bt,Bil_mono,1.072170582,9.95550255,5.05708E-33,3.16641E-32,9578.864,12960.246,25631.777,21281.959,22262.528,24577.196,15940.134,23416.248,26604.342,20386.976,25107.606,20139.201
QI0013_4360,Protein Synthesis,"Ribosome LSU, bacterial",LSU ribosomal protein L28p @ LSU ribosomal protein L28p zinc-dependent,Bil_Bt,Bil_mono,1.850838266,8.203404883,3.93059E-06,8.08134E-06,4646.194,3917.058,3016.156,2857.279,2784.82,2738.286,13179.732,10927.582,5517.173,4282.235,5148.726,4257.325
QI0013_4374,#N/A,#N/A,Spermidine N1-acetyltransferase (EC 2.3.1.57),Bil_Bt,Bil_mono,1.366753749,6.780657036,5.82266E-92,1.4034E-90,1108.881,1324.089,2288.77,1894.863,2117.242,2218.342,1943.133,3062.598,2831.617,2421.179,2858.268,2355.547
QI0013_4379,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.319456222,8.212948045,7.97234E-95,2.08479E-93,6995.295,9230.897,17980.334,16735.177,18555.923,20914.707,1136.038,1836.235,1777.063,1493.029,1797.587,1614.681
QI0013_4380,#N/A,#N/A,DNA topoisomerase I (EC 5.99.1.2),Bil_Bt,Bil_mono,1.873870933,8.866577064,1.34341E-73,2.2584E-72,2806.58,4044.958,8293.32,6900.097,6860.138,7632.622,8128.604,13773.652,14280.773,10791.651,13811.922,11187.161
QI0013_4381,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.603988142,0.478268998,6.28889E-19,2.52629E-18,7.052,7.361,11.105,16.651,13.741,15.255,40.694,39.713,64.266,25.676,51.881,18.305
QI0013_4383,Amino Acids and Derivatives,Proline biosynthesis (for review),Argininosuccinate synthase (EC 6.3.4.5),Bil_Bt,Bil_mono,1.025132124,10.2904619,1.7801E-12,5.35997E-12,10568.748,14082.823,32092.748,27947.834,33444.175,34875.643,16432.7,30120.112,33913.184,25340.599,32497.791,26898.512
QI0013_4385,#N/A,#N/A,Split-Soret cytochrome c,Bil_Bt,Bil_mono,-1.429831694,8.105261074,5.33587E-49,5.047E-48,6218.725,7954.656,15375.068,12909.93,13557.676,16789.481,1784.596,2986.009,3087.708,2162.514,2481.65,2105.059
QI0013_44,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.129197732,2.947105603,6.68319E-09,1.64957E-08,126.931,247.519,400.896,317.475,351.538,429.685,42.389,85.098,57.45,93.195,105.684,75.146
QI0013_440,#N/A,#N/A,Na+/H+-dicarboxylate symporter,Bil_Bt,Bil_mono,1.024055277,3.525097283,4.97108E-21,2.14787E-20,111.064,187.71,270.965,253.092,291.994,245.352,209.404,295.008,266.803,248.204,268.053,215.805
QI0013_4403,#N/A,#N/A,Type III secretion inner membrane protein (YscD homologous to flagellar export components),Bil_Bt,Bil_mono,-2.265120495,8.768493796,2.1412E-150,1.4771E-148,14250.621,16206.518,25502.957,20399.466,25191.627,25495.043,2178.818,2406.394,2557.997,2317.523,2781.407,2258.242
QI0013_4407,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.123970888,5.559793982,2.47639E-23,1.17394E-22,1033.075,1246.797,2580.835,2171.266,2038.232,2587.006,350.985,570.159,654.349,384.193,560.125,391.146
QI0013_4409,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.251979881,3.576606799,1.50335E-17,5.65842E-17,329.667,337.693,636.325,502.855,531.314,583.507,115.299,164.524,117.822,90.343,109.527,75.146
QI0013_4410,#N/A,#N/A,"Type III Secretion system effector C, SseC-like, IPR006972",Bil_Bt,Bil_mono,-1.317106588,6.778600256,7.08372E-25,3.54275E-24,1977.123,2757.675,6342.146,5713.449,5767.738,6374.079,720.621,1237.709,1137.321,968.091,1116.406,953.78
QI0013_4411,#N/A,#N/A,Type III secretion chaperone protein for YopD (SycD),Bil_Bt,Bil_mono,-1.197492669,6.742421574,4.78172E-25,2.40953E-24,2193.081,2748.474,5593.66,5054.077,5221.537,6375.35,823.203,1395.614,1304.803,951.925,1055.878,829.499
QI0013_4412,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.992001078,9.1388872,8.60011E-59,1.07865E-57,13224.597,16557.093,32548.059,29209.966,34006.406,39129.266,2328.029,3864.414,4462.62,3530.966,4374.352,3631.106
QI0013_4413,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.923275502,8.372570791,6.4992E-82,1.31996E-80,13606.271,15763.928,18418.987,15201.082,17146.337,19489.629,1158.08,1743.572,1336.936,931.954,1290.304,1055.901
QI0013_4414,#N/A,#N/A,"Type III secretion outermembrane contact sensing protein (yopN, Yop4b, LcrE)",Bil_Bt,Bil_mono,-1.533594378,7.872104939,4.5195E-99,1.2645E-97,5929.605,7339.999,12601.004,10919.603,12649.632,12898.166,1732.881,2074.51,2048.735,1781.174,2185.735,1808.328
QI0013_4433,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.225197118,2.221111854,2.29556E-08,5.4833E-08,81.976,160.105,260.971,172.058,187.792,266.964,53.411,43.495,33.107,31.382,63.41,31.793
QI0013_4438,#N/A,#N/A,Glutamate synthase [NADPH] large chain (EC 1.4.1.13),Bil_Bt,Bil_mono,-1.010505032,6.717715018,1.18405E-22,5.46411E-22,2022.077,2632.536,5378.22,4957.502,5420.78,5250.288,776.575,1293.496,1406.071,1081.257,1267.246,1009.658
QI0013_4446,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.553025407,6.808007521,3.2732E-103,9.5592E-102,2766.914,3560.962,6393.23,5541.391,5563.914,6093.131,708.752,1083.587,978.602,854.925,1039.545,870.926
QI0013_4450,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.762412978,2.822989437,9.3014E-33,5.7877E-32,199.211,230.036,420.885,350.777,336.652,592.405,10.173,36.876,50.634,22.823,27.862,25.049
QI0013_4452,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.414293272,-0.348958348,0.000353886,0.000614272,10.578,7.361,46.642,26.641,43.513,43.223,2.543,2.837,6.816,3.804,11.529,6.744
QI0013_4453,#N/A,#N/A,3-hydroxybutyryl-CoA dehydrogenase,Bil_Bt,Bil_mono,-1.529038866,2.871267287,6.28463E-19,2.52629E-18,230.062,262.241,340.928,288.614,285.123,416.972,57.65,68.079,66.214,65.617,57.646,37.573
QI0013_4454,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.551554315,-0.349816981,6.93713E-06,1.39685E-05,29.088,30.365,29.984,27.751,25.192,19.069,3.391,4.728,5.842,3.804,6.725,7.707
QI0013_4463,#N/A,#N/A,Membrane-bound lytic murein transglycosylase A,Bil_Bt,Bil_mono,2.072970302,5.919559552,1.6023E-103,4.7487E-102,430.154,577.851,880.638,735.966,791.246,682.665,1453.959,1639.563,1775.116,1590.028,1672.688,1343.962
QI0013_4465,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,6.343115135,3.930421906,2.14969E-24,1.05017E-23,13.222,16.563,7.774,15.541,3.435,0,895.265,453.858,454.733,305.263,409.285,337.195
QI0013_4471,Protein Synthesis,"Translation elongation factors, bacterial",Translation elongation factor P,Bil_Bt,Bil_mono,1.689462973,9.347259053,4.04334E-71,6.54956E-70,4725.526,6950.777,10867.491,10045.99,12166.411,10707.791,12803.314,21449.529,18103.65,12856.215,17636.717,14543.694
QI0013_4472,DNA Processing,Replication-associated recombination protein RarA,DNA translocase FtsK,Bil_Bt,Bil_mono,1.360503381,9.212633037,3.64057E-58,4.48182E-57,5271.152,7111.803,12234.534,11486.841,12571.767,11185.783,9645.299,14830.763,16394.748,12769.676,16481.881,13451.183
QI0013_4473,Membrane Transport,Lipoprotein transporter to outer membrane Lol,Outer membrane lipoprotein carrier protein LolA,Bil_Bt,Bil_mono,1.114938006,6.889728041,2.77403E-15,9.47812E-15,931.707,1371.937,2676.339,2580.876,3727.216,2559.039,1888.027,3039.905,3135.421,2365.072,2997.579,2469.229
QI0013_4474,#N/A,#N/A,Formylmethanofuran dehydrogenase associated protein FmdE / Molybdopterin molybdenumtransferase (EC 2.10.1.1),Bil_Bt,Bil_mono,1.023213987,8.408247265,2.35699E-11,6.62708E-11,2861.231,4121.331,7518.181,8036.792,11645.402,7108.865,4916.33,8385.031,9078.116,6827.992,8704.508,6821.933
QI0013_4475,#N/A,#N/A,Amidohydrolase family protein,Bil_Bt,Bil_mono,1.458662947,4.85947892,5.30078E-51,5.28888E-50,265.321,395.662,563.031,500.634,575.972,442.397,569.714,809.381,828.647,622.888,734.023,598.28
QI0013_4476,Amino Acids and Derivatives,Diaminopimelate Synthesis ,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7),Bil_Bt,Bil_mono,-2.265970384,4.354113462,2.37674E-69,3.67156E-68,543.863,791.325,1196.024,1021.25,1145.074,1249.645,88.17,108.737,90.557,126.48,139.311,115.61
QI0013_4477,#N/A,#N/A,Fucose permease,Bil_Bt,Bil_mono,-2.377909253,5.364749797,2.40663E-82,4.9379E-81,1093.896,1323.169,2689.665,2181.256,2492.826,2645.484,225.512,196.672,233.696,173.077,237.308,202.317
QI0013_4478,#N/A,#N/A,L-fuco-beta-pyranose dehydrogenase type 2 (EC 1.1.1.122),Bil_Bt,Bil_mono,-2.536808761,5.294724346,6.26867E-95,1.65006E-93,1001.343,1278.082,2600.824,2252.3,2440.153,2503.103,164.471,160.741,190.852,190.195,228.661,169.561
QI0013_4479,#N/A,#N/A,L-fuconolactone hydrolase,Bil_Bt,Bil_mono,-2.455165195,5.031593329,1.00954E-79,1.94191E-78,1006.631,1073.809,2056.672,1771.646,1856.165,2025.111,175.492,156.959,196.694,150.254,176.78,107.902
QI0013_4480,#N/A,#N/A,Altronate dehydratase (EC 4.2.1.7),Bil_Bt,Bil_mono,-2.169802065,6.649648416,1.4582E-155,1.0804E-153,2483.964,3502.993,6031.202,5344.911,6035.685,6196.103,490.87,637.293,659.217,524.938,685.024,543.365
QI0013_4491,#N/A,#N/A,Lipase,Bil_Bt,Bil_mono,-2.203912243,5.082915192,2.81405E-90,6.62295E-89,910.552,1135.459,1948.952,1809.388,1914.564,2200.544,141.581,201.4,207.405,192.097,199.839,218.695
QI0013_4500,#N/A,#N/A,ABC transporter permease protein (cluster 10 nitrate/sulfonate/bicarbonate),Bil_Bt,Bil_mono,1.111640422,-0.557763364,0.000187664,0.000334154,3.526,10.122,18.879,7.77,16.031,15.255,8.478,12.292,24.343,16.167,14.411,8.671
QI0013_4504,#N/A,#N/A,TRAP-type C4-dicarboxylate transport system periplasmic component,Bil_Bt,Bil_mono,-3.12210695,2.826386736,2.93695E-32,1.80226E-31,141.034,268.682,448.648,490.644,401.921,466.551,35.607,29.312,19.475,10.461,24.019,13.488
QI0013_4505,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.688491202,-0.579767033,3.82437E-10,1.00534E-09,16.748,34.966,34.426,17.761,21.756,29.239,4.239,2.837,0.974,2.853,1.922,0
QI0013_4506,#N/A,#N/A,ABC transporter substrate-binding protein (cluster 10 nitrate/sulfonate/bicarbonate),Bil_Bt,Bil_mono,-1.951736763,5.128418445,2.54118E-34,1.65053E-33,935.233,1177.786,2389.826,1537.425,1292.788,2571.751,189.057,247.731,217.143,229.185,252.681,239.89
QI0013_4508,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-6.412264273,9.182031474,4.223E-115,1.5791E-113,18659.701,23552.038,45141.289,30512.06,20941.112,68624.953,134.798,316.755,253.171,165.469,258.445,204.244
QI0013_4509,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-5.17578684,5.29492509,6.7286E-53,7.1032E-52,1112.407,1434.506,3272.685,2095.782,1309.965,4617.203,21.195,44.44,59.398,35.186,18.254,26.976
QI0013_4510,Membrane Transport,Tricarboxylate transport system,Tripartite tricarboxylate transporter TctA family,Bil_Bt,Bil_mono,-4.75122356,7.077527356,3.12855E-64,4.45457E-63,3715.369,4795.797,11651.514,7284.176,4299.753,16003.844,91.561,190.999,180.141,158.813,177.741,147.402
QI0013_4511,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-4.362667052,7.555766285,1.13953E-55,1.29524E-54,5815.015,7337.238,15382.842,9065.813,5271.92,21972.392,196.687,339.448,327.174,231.087,355.482,261.085
QI0013_4524,#N/A,#N/A,Multi antimicrobial extrusion protein (Na(+)/drug antiporter) MATE family of MDR efflux pumps,Bil_Bt,Bil_mono,1.011401699,4.316469619,1.15261E-24,5.70035E-24,237.114,342.294,419.774,428.481,435.128,461.466,366.245,482.224,481.024,352.811,513.047,401.744
QI0013_4528,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.16038913,3.994440677,5.21628E-24,2.52057E-23,335.838,536.445,805.123,631.621,703.075,873.353,120.386,192.89,192.799,145.499,148.918,147.402
QI0013_456,"Cofactors, Vitamins, Prosthetic Groups",Cobalamin synthesis,Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4),Bil_Bt,Bil_mono,-1.89177115,7.581024576,9.91213E-47,8.81298E-46,4183.426,5602.764,11832.528,9862.832,9446.86,14374.094,890.179,1438.163,1611.529,1222.001,1546.828,1247.621
QI0013_462,#N/A,#N/A,Uncharacterized corrinoid protein,Bil_Bt,Bil_mono,-1.083366599,2.452802541,3.22009E-07,7.16153E-07,100.487,102.136,252.087,283.064,381.31,204.672,39.846,70.915,69.135,46.598,55.724,49.134
QI0013_464,#N/A,#N/A,Uroporphyrinogen decarboxylase (URO-D),Bil_Bt,Bil_mono,-1.463772205,2.743889532,3.18745E-08,7.55509E-08,100.487,134.341,319.828,427.371,524.444,269.506,43.237,65.242,81.794,60.862,48.999,35.646
QI0013_467,Membrane Transport,Type VI secretion system,T6SS component TssM (IcmF/VasK),Bil_Bt,Bil_mono,-1.334995248,6.98452032,5.17273E-47,4.65081E-46,3144.18,4238.189,6856.314,5933.24,4824.197,7153.359,900.352,1374.812,1351.542,1027.052,1297.99,1058.792
QI0013_468,Membrane Transport,Type VI secretion system,T6SS outer membrane component TssL (ImpK/VasF),Bil_Bt,Bil_mono,-1.5486945,5.598755835,1.30679E-57,1.58439E-56,1256.086,1778.641,2536.414,2348.875,2047.392,2721.76,318.769,433.056,426.495,368.978,490.95,353.573
QI0013_469,Membrane Transport,Type VI secretion system,T6SS component TssK (ImpJ/VasE),Bil_Bt,Bil_mono,-1.208056955,7.53437898,4.75755E-54,5.15853E-53,4110.264,5891.69,9992.406,8530.766,8307.512,9507.725,1397.157,1872.165,2052.63,1866.762,2028.17,1657.072
QI0013_473,Membrane Transport,Type VI secretion system,T6SS component TssB (ImpB/VipA) / T6SS component TssC (ImpC/VipB),Bil_Bt,Bil_mono,-2.166439792,8.555581379,5.0511E-121,2.0835E-119,9732.239,11815.585,24834.427,20887.89,19599.086,24683.982,1803.248,2345.88,2559.945,2158.711,2431.69,2011.608
QI0013_474,Membrane Transport,Type VI secretion system,T6SS component Hcp,Bil_Bt,Bil_mono,-1.949382329,6.620120875,3.56223E-90,8.33479E-89,2500.712,3170.821,6368.799,5665.717,4573.425,5822.353,502.739,723.337,694.272,658.074,738.826,605.024
QI0013_475,Membrane Transport,Type VI secretion system,T6SS lysozyme-like component TssE,Bil_Bt,Bil_mono,-2.051862353,5.074552999,5.71534E-58,6.97167E-57,1060.401,1135.459,2148.845,1789.407,1417.602,1959.006,206.013,200.454,235.643,218.724,215.211,173.414
QI0013_476,Membrane Transport,Type VI secretion system,T6SS component TssF (ImpG/VasA),Bil_Bt,Bil_mono,-1.82618849,7.054359357,6.75596E-47,6.04712E-46,4356.193,5149.133,8120.079,6000.953,4949.01,7356.76,840.159,891.642,1051.632,956.68,1071.25,828.536
QI0013_477,Membrane Transport,Type VI secretion system,T6SS component TssG (ImpH/VasB),Bil_Bt,Bil_mono,-1.806023949,5.26250671,1.31823E-29,7.56704E-29,1357.454,1565.167,2292.101,1508.564,1321.415,2114.099,243.316,301.627,333.991,241.547,267.092,256.268
QI0013_478,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.547847416,5.151332382,3.4821E-46,3.02867E-45,1101.829,1183.307,2003.367,1561.846,1480.581,1873.832,245.859,369.705,332.043,249.155,310.326,246.634
QI0013_479,Membrane Transport,Type VI secretion system,VgrG protein,Bil_Bt,Bil_mono,-1.71036117,6.971372807,9.41835E-92,2.25646E-90,3420.078,4291.557,7562.601,5665.717,5775.753,7434.306,835.92,1024.018,1115.898,863.484,1053.956,803.487
QI0013_480,Membrane Transport,Type VI secretion system,T6SS PAAR-repeat protein,Bil_Bt,Bil_mono,-1.912337291,4.080765604,3.76898E-60,4.86441E-59,448.665,560.368,1033.889,858.072,764.909,1044.973,85.627,131.43,143.139,87.49,141.232,96.341
QI0013_484,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.20287814,1.077556784,6.41128E-30,3.72842E-29,8.815,18.403,26.652,27.751,27.482,29.239,53.411,81.316,55.503,52.304,53.803,48.171
QI0013_485,"Cofactors, Vitamins, Prosthetic Groups",Biotin synthesis & utilization,Biotin synthase (EC 2.8.1.6),Bil_Bt,Bil_mono,1.814638777,5.515842832,2.6917E-105,8.3485E-104,370.215,479.396,750.708,694.894,658.418,631.814,945.285,1371.03,1289.223,1067.944,1295.108,994.243
QI0013_486,"Cofactors, Vitamins, Prosthetic Groups",Biotin synthesis & utilization,Dethiobiotin synthase BioD (EC 6.3.3.3) / Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62),Bil_Bt,Bil_mono,1.313402043,7.261432384,8.24009E-62,1.0953E-60,1844.903,2070.327,3075.014,2665.24,2940.55,2758.626,2998.631,3741.494,4038.072,3184.811,3931.44,3356.534
QI0013_487,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.603951538,5.054235347,2.45749E-47,2.23464E-46,1022.498,1058.167,1811.249,1589.598,1441.648,1793.743,218.73,239.221,296.015,237.743,310.326,278.427
QI0013_489,#N/A,#N/A,L-aspartate oxidase-like protein,Bil_Bt,Bil_mono,1.384359609,1.95898835,2.7051E-20,1.13928E-19,40.547,53.368,75.515,74.374,67.559,69.919,65.28,96.445,89.583,96.048,98.959,103.085
QI0013_491,#N/A,#N/A,Transcriptional regulator Crp/Fnr family,Bil_Bt,Bil_mono,1.054474704,3.533818209,1.34842E-25,6.88235E-25,142.797,149.984,274.297,260.863,237.03,277.134,215.338,259.077,282.383,237.743,283.425,241.817
